Başlık,Marka,Kullanım Amacı,Renk,Cihaz Ağırlığı,İşlemci Tipi,İşlemci Modeli,İşlemci Nesli,İşlemci Çekirdek Sayısı,Maksimum İşlemci Hızı (GHz),Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,Ekran Kartı,Ekran Kartı Tipi,Ekran Kartı Hafızası,Ekran Kartı Bellek Tipi,SSD Kapasitesi,Hard Disk Kapasitesi,Ekran Boyutu,Çözünürlük,Çözünürlük Standartı,Ekran Yenileme Hızı,Panel Tipi,İşletim Sistemi,Çekilme Zamanı,Fiyat (TRY),Link
Legion Pro 5 14.Nesil Core Uyumlu i9 14900HX-RTX4070 8Gb-32Gb-1Tb Ssd-16inc-W11,LENOVO,Oyun,GRI; Siyah,2 - 4 kg,Intel Core i9,14900HX,14. Nesil,24,,32 GB,DDR5,Nvidia GeForce RTX 4070,Harici,8 GB,GDDR6,1 TB,1 TB,16 inç,2560 x 1600,WQXGA,240 Hz,IPS,Windows,2025-12-03 02:27:01,119.999 TL,https://www.trendyol.com/lenovo/legion-pro-5-14-nesil-core-uyumlu-i9-14900hx-rtx4070-8gb-32gb-1tb-ssd-16inc-w11-p-869578263?boutiqueId=61&merchantId=141868
"Omen Max/Intel Core Ultra 7-255HX/32 GB RAM/1 TB SSD/RTX 5070/16""/W11/Gaming Laptop BG2U8EA",HP,Oyun,Soluk Siyah,2 - 4 kg,Intel Core i7,255HX,7. Nesil,20,,32 GB,DDR5,Nvidia GeForce RTX 5070,Harici,12 GB,GDDR7,1 TB,HDD Yok,16 inç,2560 x 1600,Full HD (FHD),240 Hz,Full HD,Windows,2025-12-03 02:27:02,121.000 TL,https://www.trendyol.com/hp/omen-max-intel-core-ultra-7-255hx-32-gb-ram-1-tb-ssd-rtx-5070-16-w11-gaming-laptop-bg2u8ea-p-966763593?boutiqueId=61&merchantId=275331
"Vostro 3530 N3404PVNB3530U16 i5-1334U 8GB 512SSD 15.6"" FHD W11P Dizüstü Bilgisayar-CNT017",Dell,Ofis - İş,Koyu Gri,2 kg ve altı,Intel Core i5,1334u,13. Nesil,10,4.6,8 GB,DDR4,Intel XE Graphics,Dahili,Paylaşımlı,SD,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),120 Hz,IPS,Windows,2025-12-03 02:27:03,22.999 TL,https://www.trendyol.com/dell/vostro-3530-n3404pvnb3530u16-i5-1334u-8gb-512ssd-15-6-fhd-w11p-dizustu-bilgisayar-cnt017-p-933216996?boutiqueId=61&merchantId=106664
"Victus Amd Ryzen 9 8945hs 32gb 1tb Ssd Rtx4060 Win11 15.6"" Taşınabilir Oyuncu Bilgisayarı",HP,Oyun,Siyah,2 kg ve altı,AMD Ryzen 9,8945HS,Belirtilmemiş,8,+5,32 GB,DDR5,Nvidia GeForce RTX 4060,Harici,8 GB,GDDR6,1 TB,HDD Yok,"15,6 inç",1920 x 1080,FHD+,144 Hz,IPS,Windows,2025-12-03 02:27:04,59.999 TL,https://www.trendyol.com/hp/victus-amd-ryzen-9-8945hs-32gb-1tb-ssd-rtx4060-win11-15-6-tasinabilir-oyuncu-bilgisayari-p-985213755?boutiqueId=61&merchantId=339221
"KATANA 17 i9-14900HX 32GB 1 TBSSD RTX5070 (8GB) 17.3"" 2K QHD 240Hz Win10 Home B14WGK-048XTRHMF74",MSI,Oyun,,2 - 4 kg,Intel Core i9,14900HX,14. Nesil,24,4.7,32 GB,DDR5,Nvidia GeForce RTX 5070,Harici,8 GB,GDDR7,1 TB,HDD Yok,"17,3 inç",2560 x 1440,QHD,240 Hz,Yok,Windows,2025-12-03 02:27:07,114.049 TL,https://www.trendyol.com/msi/katana-17-i9-14900hx-32gb-1-tbssd-rtx5070-8gb-17-3-2k-qhd-240hz-win10-home-b14wgk-048xtrhmf74-p-944121565?boutiqueId=61&merchantId=167131
"Yoga Pro 7i U9 185H 32GB 1tb SSD 8GB/RTX4060 14.5"" 3K 120 Hz Dokunmatik W11P Y83E200CTTR09+ZETTACNT",LENOVO,Oyun,,2 kg ve altı,Intel Core Ultra 9,185H,1. Nesil,16,4.7,32 GB,LPDDR5X,Nvidia GeForce RTX 4060,Harici,8 GB,GDDR6,1 TB,HDD Yok,"14,5 inç",3072 x 1920,Dokunmatik,120 Hz,IPS,Windows,2025-12-03 02:27:08,"121.499,98 TL",https://www.trendyol.com/lenovo/yoga-pro-7i-u9-185h-32gb-1tb-ssd-8gb-rtx4060-14-5-3k-120-hz-dokunmatik-w11p-y83e200cttr09-zettacnt-p-938156202?boutiqueId=61&merchantId=106536
MatePad 11.5 S 8/256 GB PaperMatte Klavye,Huawei,Belirtilmemiş,,Belirtilmemiş,Belirtilmemiş,2200,1. Nesil,Belirtilmemiş,,128 GB,Belirtilmemiş,Adreno GPU,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,120 GB,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,,Belirtilmemiş,2025-12-03 02:27:10,32.998 TL,https://www.trendyol.com/huawei/matepad-11-5-s-8-256-gb-papermatte-klavye-p-929637459?boutiqueId=61&merchantId=782378
"LOQ i7-13650HX 48GB 1 TBSSD RTX4050 (6GB-105W) 15.6"" FHD Freedos 83DV0118TRHMF5",LENOVO,Oyun,Gri,2 - 4 kg,Intel Core i7,13650HX,13. Nesil,14,,48 GB,DDR5,Nvidia GeForce RTX 4050,Harici,6 GB,GDDR6,1 TB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:27:11,67.499 TL,https://www.trendyol.com/lenovo/loq-i7-13650hx-48gb-1-tbssd-rtx4050-6gb-105w-15-6-fhd-freedos-83dv0118trhmf5-p-925423122?boutiqueId=61&merchantId=167131
"TUF Gaming F16 Core5 210H 12GB 256GB SSD RTX3050/6GB 16"" WUXGA 144Hz FDOS Laptop FX607VJ",ASUS,Oyun,,2 - 4 kg,Intel Core i5,210H,Belirtilmemiş,12+,4.8,12 GB,DDR4,Nvidia GeForce RTX 3050,Harici,6 GB,GDDR6,256 GB,HDD Yok,16 inç,1920 x 1200,WUXGA,144 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:27:12,34.049 TL,https://www.trendyol.com/asus/tuf-gaming-f16-core5-210h-12gb-256gb-ssd-rtx3050-6gb-16-wuxga-144hz-fdos-laptop-fx607vj-p-946259024?boutiqueId=61&merchantId=914809
"Victus 15-FB3705N B9KM2EA008 Ryzen5 8645HS 16GB 512SSD RTX3050 15.6"" FHD W11P Dizüstü Bilgisayar",HP,Oyun,Koyu Gri,2 - 4 kg,AMD Ryzen 5,8645HS,8. Nesil,6,5.0,16 GB,DDR5,Nvidia GeForce RTX 3050,Harici,6 GB,GDDR6,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Windows,2025-12-03 02:27:14,37.699 TL,https://www.trendyol.com/hp/victus-15-fb3705n-b9km2ea008-ryzen5-8645hs-16gb-512ssd-rtx3050-15-6-fhd-w11p-dizustu-bilgisayar-p-1016053316?boutiqueId=61&merchantId=334898
"Galaxy Book5 360 NP750QHA-K00TT001 Ultra7 256V 16GB 512SSD 15.6"" FHD Touch W11H Dizüstü Bilg",Samsung,Ofis - İş,Gri,2 kg ve altı,Intel Core Ultra 7,256V,2. Nesil,8,4.8,16 GB,DDR5,Intel Arc Graphics,Dahili,Paylaşımlı,Dahili,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,OLED,Windows,2025-12-03 02:27:15,90.691 TL,https://www.trendyol.com/samsung/galaxy-book5-360-np750qha-k00tt001-ultra7-256v-16gb-512ssd-15-6-fhd-touch-w11h-dizustu-bilg-p-971194768?boutiqueId=61&merchantId=106664
Matepad 12X 12/256 GB Bundle Tablet Yeşil,Huawei,Belirtilmemiş,,Belirtilmemiş,Belirtilmemiş,2200,1. Nesil,Belirtilmemiş,,128 GB,Belirtilmemiş,Adreno GPU,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,120 GB,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,,Belirtilmemiş,2025-12-03 02:27:16,43.998 TL,https://www.trendyol.com/huawei/matepad-12x-12-256-gb-bundle-tablet-yesil-p-929637341?boutiqueId=61&merchantId=782378
"LOQ 15IRX10 83JE00J5TR-03 i7-13650HX 16GB DDR5 1TB SSD RTX5060-8GB 15.6"" IPS 144Hz Dos",LENOVO,Oyun,,2 - 4 kg,Intel Core i7,13650HX,13. Nesil,14,4.9,16 GB,DDR5,Nvidia GeForce RTX 5060,Harici,8 GB,GDDR7,1 TB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:27:17,60.569 TL,https://www.trendyol.com/lenovo/loq-15irx10-83je00j5tr-03-i7-13650hx-16gb-ddr5-1tb-ssd-rtx5060-8gb-15-6-ips-144hz-dos-p-980920533?boutiqueId=61&merchantId=106198
"TUF Gaming A15 FA506NF-HN050A3 Ryzen5 7535HS 16GB 512SSD RTX2050 15.6"" FullHD FreeDOS Taşınabil",ASUS,Oyun,Siyah,2 - 4 kg,AMD Ryzen 5,7535HS,7. Nesil,6,4.5,16 GB,DDR5,Nvidia GeForce RTX 2050,Harici,4 GB ve altı,GDDR6,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Linux,2025-12-03 02:27:19,38.999 TL,https://www.trendyol.com/asus/tuf-gaming-a15-fa506nf-hn050a3-ryzen5-7535hs-16gb-512ssd-rtx2050-15-6-fullhd-freedos-tasinabil-p-825930940?boutiqueId=61&merchantId=106664
"VECTOR A18 HX Ryzen 9-9955HX 64GB 4 TBSSD RTX5080 (16GB) 18"" Windows 11 Home A9WIG-093TRHMF11",MSI,Oyun,,2 - 4 kg,AMD Ryzen 9,9955HX,7. Nesil,16,4.7,64 GB,DDR5,Nvidia GeForce RTX 5080,Harici,16 GB,GDDR7,4 TB,HDD Yok,18 inç,2560 x 1600,QHD+,240 Hz,IPS,Windows,2025-12-03 02:27:20,267.749 TL,https://www.trendyol.com/msi/vector-a18-hx-ryzen-9-9955hx-64gb-4-tbssd-rtx5080-16gb-18-windows-11-home-a9wig-093trhmf11-p-932489938?boutiqueId=61&merchantId=167131
"ROG STRIX G16 G615LW-S5186 INTEL CORE ULTRA 9-275HX 16GB 1TB 16GB RTX5080 16"" 2.5K 240HZ DOS",ASUS,Oyun,,2 - 4 kg,Intel Core Ultra 9,275HX,Belirtilmemiş,24,+5,16 GB,DDR5,Nvidia GeForce RTX 5080,Harici,16 GB,DDR5,1 TB,HDD Yok,16 inç,2560 x 1600,2.5K,240 Hz,LED,Free Dos (İşletim Sistemi Yok),2025-12-03 02:27:21,166.649 TL,https://www.trendyol.com/asus/rog-strix-g16-g615lw-s5186-intel-core-ultra-9-275hx-16gb-1tb-16gb-rtx5080-16-2-5k-240hz-dos-p-993917718?boutiqueId=61&merchantId=105919
"Slayer R9MXL-5060 C3 AMD R9 8940HX 32GB RAM 2TB SSD RTX5060 17"" QHD+ 240Hz IPS DOS Oyuncu Laptop",Game Garaj,Oyun,Siyah,2 - 4 kg,AMD Ryzen 9,8940HX,8. Nesil,16,+5,32 GB,DDR5,Nvidia GeForce RTX 5060,Harici,8 GB,GDDR7,2 TB,HDD Yok,17 inç,2560 x 1600,QHD+,240 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:27:23,74.399 TL,https://www.trendyol.com/game-garaj/slayer-r9mxl-5060-c3-amd-r9-8940hx-32gb-ram-2tb-ssd-rtx5060-17-qhd-240hz-ips-dos-oyuncu-laptop-p-967146667?boutiqueId=61&merchantId=124551
"TUFGamingF16 IntelCore5 210H 16GB RAM 4 TB SSD RTX3050 6 GB WİN11PRO 16"" NOTEBOOK + OKATECH ÇANTA",ASUS,Oyun,,2 - 4 kg,Intel Core i5,210H,14. Nesil,8,4.8,16 GB,DDR4,Nvidia GeForce RTX 3050,Harici,6 GB,GDDR6,4 TB,HDD Yok,16 inç,1920 x 1200,WUXGA,144 Hz,LED,Windows,2025-12-03 02:27:24,55.899 TL,https://www.trendyol.com/asus/tufgamingf16-intelcore5-210h-16gb-ram-4-tb-ssd-rtx3050-6-gb-win11pro-16-notebook-okatech-canta-p-1059657076?boutiqueId=61&merchantId=161935
"KATANA 17 HX B14WFK-217TR i9-14900HX 32GB 1TB SSD RTX5060 W11 17.3"" QHD 240Hz + ElektroPasaj ÇNT",MSI,Oyun,,2 - 4 kg,Intel Core i9,14900HX,14. Nesil,24,+5,32 GB,DDR5,Nvidia GeForce RTX 5060,Harici,8 GB,GDDR7,1 TB,HDD Yok,"17,3 inç",2560 x 1440,QHD,240 Hz,Yok,Windows,2025-12-03 02:27:25,109.999 TL,https://www.trendyol.com/msi/katana-17-hx-b14wfk-217tr-i9-14900hx-32gb-1tb-ssd-rtx5060-w11-17-3-qhd-240hz-elektropasaj-cnt-p-1045072596?boutiqueId=61&merchantId=1109500
"M7780 XCTOP7780EMEA_VP-2 i9-13950HX 32GB DDR5 RAM-512gb M.2 PCIe-17"" W11Pro 16GB RTX 5000A Taşı",Dell,Ofis - İş,Siyah; Gri,2 - 4 kg,Intel Core M,1000M,13. Nesil,10,,8 GB,DDR4,Intel Iris Pro Graphics,Dahili,Paylaşımlı,GDDR5X,250 GB,HDD Yok,"15,6 inç",1920 x 1080,FHD+,60 Hz,,Free Dos (İşletim Sistemi Yok),2025-12-03 02:27:27,190.000 TL,https://www.trendyol.com/dell/m7780-xctop7780emea-vp-2-i9-13950hx-32gb-ddr5-ram-512gb-m-2-pcie-17-w11pro-16gb-rtx-5000a-tasi-p-861507249?boutiqueId=61&merchantId=693541
"Excalibur G870 Series 2 Core 5-210H 16GB 500GB RTX5060 15.6"" Dos Gaming Laptop G870.210H-BV60X-C",CASPER,Oyun,,2 - 4 kg,Intel Core 5,210H,Series 2,8,4.8,16 GB,DDR5,Nvidia GeForce RTX 5060,Harici,8 GB,GDDR7,500 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),165 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:27:28,51.599 TL,https://www.trendyol.com/casper/excalibur-g870-series-2-core-5-210h-16gb-500gb-rtx5060-15-6-dos-gaming-laptop-g870-210h-bv60x-c-p-953952179?boutiqueId=61&merchantId=114258
"Ideapad 3 İntel Core i3-1215U 16GB 512GB SSD W11P 15.6"" Full Hd CSR21 Çanta Hediyeli",LENOVO,Ofis - İş,Metalik Gri; Metalik,2 kg ve altı,Intel Core i3,1215U,12. Nesil,4,4.4,16 GB,DDR4,Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,TN,Windows,2025-12-03 02:27:29,20.999 TL,https://www.trendyol.com/lenovo/ideapad-3-intel-core-i3-1215u-16gb-512gb-ssd-w11p-15-6-full-hd-csr21-canta-hediyeli-p-781481237?boutiqueId=61&merchantId=1080756
"Vivobook 16 Core 5 210h 8gb 512gb Ssd 6 Gb Rtx4050 144hz 16"" Fdos Gaming V3607vu-rp288",ASUS,Oyun,Matte Black,2 kg ve altı,Intel Core i5,210H,2. Nesil,8,4.8,8 GB,DDR5,Nvidia GeForce RTX 4050,Harici,6 GB,GDDR6,512 GB,HDD Yok,16 inç,1920 x 1200,WUXGA,144 Hz,LED,Free Dos (İşletim Sistemi Yok),2025-12-03 02:27:30,42.999 TL,https://www.trendyol.com/asus/vivobook-16-core-5-210h-8gb-512gb-ssd-6-gb-rtx4050-144hz-16-fdos-gaming-v3607vu-rp288-p-929455105?boutiqueId=61&merchantId=339221
TUF Gaming F16 FX607VU-RL001BS11 Ultra 5 210H 32GB DDR5 1TB SSD RTX 4050 6GB 16” 144Hz FHD+,ASUS,Oyun,,2 - 4 kg,Intel Core i5,210H,14. Nesil,8,4.8,32 GB,DDR5,Nvidia GeForce RTX 4050,Harici,6 GB,DDR5,1 TB,HDD Yok,16 inç,1920 x 1200,FHD+,144 Hz,Full HD,Free Dos (İşletim Sistemi Yok),2025-12-03 02:27:31,60.999 TL,https://www.trendyol.com/asus/tuf-gaming-f16-fx607vu-rl001bs11-ultra-5-210h-32gb-ddr5-1tb-ssd-rtx-4050-6gb-16-144hz-fhd-p-935153279?boutiqueId=61&merchantId=125175
"15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, 60Hz refresh rate, AMD Ryzen™ 3 7320u, Lpddr5 8",ASUS,Ev - Okul,Renkli,Belirtilmemiş,AMD Ryzen 3,7320U,Belirtilmemiş,Belirtilmemiş,3.0,8 GB,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,IPS,Windows,2025-12-03 02:27:32,21.999 TL,https://www.trendyol.com/asus/15-6-inch-fhd-1920-x-1080-16-9-aspect-ratio-60hz-refresh-rate-amd-ryzen-3-7320u-lpddr5-8-p-1056562232?boutiqueId=61&merchantId=107870
C2EZ5EA Omen 17-DB1015nt Ryzen AI 7-350 16G 1TB RTX5060 8G 17.3 FHD FDos Notebook,HP,Oyun,Soluk Siyah,2 - 4 kg,AMD Ryzen AI 7,AI 7 350,AMD Ryzen AI Serisi 1. Nesil,16,4.5,16 GB,DDR5,Nvidia GeForce RTX 5060,Harici,8 GB,GDDR6,1 TB,HDD Yok,"17,3 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:27:33,64.999 TL,https://www.trendyol.com/hp/c2ez5ea-omen-17-db1015nt-ryzen-ai-7-350-16g-1tb-rtx5060-8g-17-3-fhd-fdos-notebook-p-976800210?boutiqueId=61&merchantId=105013
"Pulse 17 C1VFKG-083XTR010 Ultra7 155H 32GB 1TBSSD RTX4060 17"" FHD+ W11P Dizüstü Bilgisayar",MSI,Oyun,Siyah,2 - 4 kg,Intel Core Ultra 7,155H,Belirtilmemiş,16,4.8,32 GB,DDR5,Nvidia GeForce RTX 4060,Harici,8 GB,GDDR6,1 TB,HDD Yok,17 inç,1920 x 1200,FHD+,165 Hz,IPS,Windows,2025-12-03 02:27:35,73.899 TL,https://www.trendyol.com/msi/pulse-17-c1vfkg-083xtr010-ultra7-155h-32gb-1tbssd-rtx4060-17-fhd-w11p-dizustu-bilgisayar-p-1053924698?boutiqueId=61&merchantId=106664
"Yoga Pro 7/AMD Ryzen AI 7 350/32 GB RAM/1 TB SSD/14.5"" 3K OLED/W11/83KG000HTR Laptop",LENOVO,Ev - Okul,Deniz Mavisi,2 kg ve altı,AMD Ryzen 7,Belirtilmemiş,Belirtilmemiş,8,5.0,32 GB,LPDDR5X,Dahili Ekran Kartı,Dahili,Paylaşımlı,Belirtilmemiş,1 TB,HDD Yok,"14,5 inç",2880 x 1864,OLED 2.8K,Belirtilmemiş,OLED,Windows,2025-12-03 02:27:37,70.000 TL,https://www.trendyol.com/lenovo/yoga-pro-7-amd-ryzen-ai-7-350-32-gb-ram-1-tb-ssd-14-5-3k-oled-w11-83kg000htr-laptop-p-988816040?boutiqueId=61&merchantId=275331
"Nirvana S200 300NIT S200.1342-BE00X-G-F i5-13420H 16GB 500GB SSD 16"" FreeDOS Notebook",CASPER,Ofis - İş,Siyah,2 - 4 kg,Intel Core M,1000M,13. Nesil,10,4.6,8 GB,DDR4,Intel Iris Pro Graphics,Dahili,Paylaşımlı,GDDR5X,256 GB,HDD Yok,"15,6 inç",1920 x 1080,FHD+,60 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:27:38,"31.185,56 TL",https://www.trendyol.com/casper/nirvana-s200-300nit-s200-1342-be00x-g-f-i5-13420h-16gb-500gb-ssd-16-freedos-notebook-p-938434573?boutiqueId=61&merchantId=162201
LOQ 15IRX10 Intel Core i5 13450HX 24GB 1TB SSD RTX5050 Freedos 15.6” 83JE00ECTR,LENOVO,Oyun,GRİ,2 - 4 kg,Intel Core i5,13450HX,13. Nesil,10,4.6,24 GB,DDR5,Nvidia GeForce RTX 5050,Harici,8 GB,Belirtilmemiş,1 TB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:27:40,52.999 TL,https://www.trendyol.com/lenovo/loq-15irx10-intel-core-i5-13450hx-24gb-1tb-ssd-rtx5050-freedos-15-6-83je00ectr-p-989525928?boutiqueId=61&merchantId=106934
"Nirvana S100.1362-be00a-g-f i7-13620H 16 GB 500 GB 16"" Full HD IPS 300nıt Notebook",CASPER,Ev - Okul,Renkli,Belirtilmemiş,Intel Core i7,13620H,Belirtilmemiş,Belirtilmemiş,,16 GB,Belirtilmemiş,Belirtilmemiş,Dahili,Paylaşımlı,Belirtilmemiş,500 GB,HDD Yok,16 inç,1920 x 1080,Full HD (FHD),Belirtilmemiş,,Windows,2025-12-03 02:27:41,33.999 TL,https://www.trendyol.com/casper/nirvana-s100-1362-be00a-g-f-i7-13620h-16-gb-500-gb-16-full-hd-ips-300nit-notebook-p-992346840?boutiqueId=61&merchantId=107870
Pro 16 XCTO Core 5 120U 16GB 512GB SSD 16 FHD+ Ubuntu XCTOPRO16-U-I5,Dell,Ev - Okul,Siyah,2 kg ve altı,Intel Core 5,120U,Belirtilmemiş,12+,4.3,16 GB,DDR5,Dahili Ekran Kartı,Dahili,Paylaşımlı,Belirtilmemiş,512 GB,HDD Yok,16 inç,1920 x 1200,Full HD Ultra Wide,60 Hz,TN,Linux,2025-12-03 02:27:43,29.879 TL,https://www.trendyol.com/dell/pro-16-xcto-core-5-120u-16gb-512gb-ssd-16-fhd-ubuntu-xctopro16-u-i5-p-956176340?boutiqueId=61&merchantId=105378
"Abra A7 V16.2.3 Intel Core i7 13700HX 16GB RAM 500GB SSD RTX 5050 Windows 11 17,3"" FHD 144 Hz",MONSTER,Oyun,Siyah,2 - 4 kg,Intel Core i7,13700HX,13. Nesil,16,5.0,16 GB,DDR5,Nvidia GeForce RTX 5050,Dahili,8 GB,GDDR7,500 GB,HDD Yok,"17,3 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Windows,2025-12-03 02:27:44,69.199 TL,https://www.trendyol.com/monster/abra-a7-v16-2-3-intel-core-i7-13700hx-16gb-ram-500gb-ssd-rtx-5050-windows-11-17-3-fhd-144-hz-p-969577041?boutiqueId=61&merchantId=105286
"Ideapad 3 82RK00XBTX09 i3-1215U 16GB 512SSD 15.6"" FullHD W11P Taşınabilir Bilgisayar-CNT010",LENOVO,Ofis - İş,Gri,2 kg ve altı,Intel Core i3,1215U,12. Nesil,6,,16 GB,DDR4,Dahili Ekran Kartı,Dahili,Paylaşımlı,Dahili,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,,Windows,2025-12-03 02:27:45,22.999 TL,https://www.trendyol.com/lenovo/ideapad-3-82rk00xbtx09-i3-1215u-16gb-512ssd-15-6-fullhd-w11p-tasinabilir-bilgisayar-cnt010-p-784816718?boutiqueId=61&merchantId=557390
"Thin 15 B13UC-3074XTR017 i5-13420H 16GB 1TBSSD RTX3050 15.6"" FHD W11P Dizüstü Bilgisayar",MSI,Oyun,Gri,2 - 4 kg,Intel Core i5,13420H,13. Nesil,8,4.6,16 GB,DDR4,Nvidia GeForce RTX 3050,Harici,4 GB ve altı,GDDR6,1 TB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Windows,2025-12-03 02:27:47,39.999 TL,https://www.trendyol.com/msi/thin-15-b13uc-3074xtr017-i5-13420h-16gb-1tbssd-rtx3050-15-6-fhd-w11p-dizustu-bilgisayar-p-993993862?boutiqueId=61&merchantId=334898
"THIN 15 i7-12650H 32GB 512GB SSD 4 GB RTX3050 144Hz 15.6"" Fdos Gaming Laptop B12UC-1479XTR 002",MSI,Oyun,Gri,2 kg ve altı,Intel Core i7,12650H,12. Nesil,10,4.7,32 GB,DDR4,Nvidia GeForce RTX 3050,Harici,4 GB ve altı,GDDR6,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:27:48,50.390 TL,https://www.trendyol.com/msi/thin-15-i7-12650h-32gb-512gb-ssd-4-gb-rtx3050-144hz-15-6-fdos-gaming-laptop-b12uc-1479xtr-002-p-929812601?boutiqueId=61&merchantId=114271
"Deputy P60 i5 12450H 16GB 512GB SSD RTX4060/8GB 15.6"" FHD 144Hz FDOS Gaming Laptop & Çanta",Erazer,Oyun,,2 - 4 kg,Intel Core i5,12450H,12. Nesil,12+,4.4,16 GB,DDR4,Nvidia GeForce RTX 4060,Harici,8 GB,GDDR6,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:27:49,49.000 TL,https://www.trendyol.com/erazer/deputy-p60-i5-12450h-16gb-512gb-ssd-rtx4060-8gb-15-6-fhd-144hz-fdos-gaming-laptop-canta-p-938072525?boutiqueId=61&merchantId=504783
ThinkPad X9-14 G1 Intel Ultra 7 32GB LPDDR5x 1TB SSD 14inç W11 Pro Copilot Dokunmatik Laptop,LENOVO,Belirtilmemiş,Gri,2 kg ve altı,Intel Core Ultra 7,258V,Series 2,8,4.8,32 GB,LPDDR5,Intel Arc Graphics,Dahili,Paylaşımlı,Dahili,1 TB,HDD Yok,14 inç,2880 x 1800,OLED 2.8K,120 Hz,OLED,Free Dos (İşletim Sistemi Yok),2025-12-03 02:27:51,93.489 TL,https://www.trendyol.com/lenovo/thinkpad-x9-14-g1-intel-ultra-7-32gb-lpddr5x-1tb-ssd-14inc-w11-pro-copilot-dokunmatik-laptop-p-936905992?boutiqueId=61&merchantId=105369
"250 G10 9G2G8ETBS1 i7-1355U 8 GB 512 GB SSD 15.6"" Free Dos Dizüstü Bilgisayar",HP,Ofis - İş,Gri,2 kg ve altı,Intel Core i7,1355U,13. Nesil,10,4.7,8 GB,DDR4,Dahili Ekran Kartı,Dahili,Paylaşımlı,Belirtilmemiş,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,LED,Free Dos (İşletim Sistemi Yok),2025-12-03 02:27:52,27.999 TL,https://www.trendyol.com/hp/250-g10-9g2g8etbs1-i7-1355u-8-gb-512-gb-ssd-15-6-free-dos-dizustu-bilgisayar-p-927372921?boutiqueId=61&merchantId=887980
"Elitebook 840 G2 B KALİTE Intel i7-5600U 14"" 8 Ram 256 SSD DOKUNMATİK Notebook - Outlet",HP,Ofis - İş,gri,2 - 4 kg,Intel Core i7,5600U,5. Nesil,2,3.4,8 GB,DDR3,Dahili Ekran Kartı,Dahili,Paylaşımlı,Belirtilmemiş,256 GB,HDD Yok,14 inç,1920 x 1080,Full HD (FHD),Belirtilmemiş,TN,Windows,2025-12-03 02:27:53,11.737 TL,https://www.trendyol.com/hp/elitebook-840-g2-b-kalite-intel-i7-5600u-14-8-ram-256-ssd-dokunmatik-notebook-outlet-p-1054279220?boutiqueId=61&merchantId=299851
